date,away,home,market,selection,line,hk_odds,effective_model_probability,market_no_vig_probability,fair_decimal_odds,ev,minimum_decimal_odds,model_expectation,line_expectation,expectation_gap,class_at_analysis,actual_stake,prospective
2026-09-01,Saitama Seibu Lions,Chiba Lotte Marines,spread,Saitama Seibu Lions,1-10,0.950,0.4878,0.5000,2.050,-0.0410,2.147,0.907,1.050,-0.143,PASS,0,true
2026-09-01,Saitama Seibu Lions,Chiba Lotte Marines,spread,Chiba Lotte Marines,1-10,0.950,0.5122,0.5000,1.952,-0.0011,2.045,0.907,1.050,-0.143,PASS,0,true
2026-09-01,Saitama Seibu Lions,Chiba Lotte Marines,total,over,7+50,0.930,0.4602,0.5000,2.173,-0.1051,2.265,6.805,6.750,+0.055,PASS,0,true
2026-09-01,Saitama Seibu Lions,Chiba Lotte Marines,total,under,7+50,0.930,0.5398,0.5000,1.853,0.0393,1.931,6.805,6.750,+0.055,PASS,0,true
2026-09-01,Hiroshima Carp,Chunichi Dragons,spread,Chunichi Dragons,1+20,0.950,0.5157,0.5000,1.939,0.0048,2.031,0.860,0.900,-0.040,PASS,0,true
2026-09-01,Hiroshima Carp,Chunichi Dragons,spread,Hiroshima Carp,1+20,0.950,0.4843,0.5000,2.065,-0.0470,2.163,0.860,0.900,-0.040,PASS,0,true
2026-09-01,Hiroshima Carp,Chunichi Dragons,total,over,6-50,0.930,0.4242,0.5000,2.357,-0.1730,2.456,5.986,6.250,-0.264,PASS,0,true
2026-09-01,Hiroshima Carp,Chunichi Dragons,total,under,6-50,0.930,0.5758,0.5000,1.737,0.1062,1.810,5.986,6.250,-0.264,WATCH,0,true
2026-09-01,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,spread,Fukuoka SoftBank Hawks,1-65,0.950,0.4400,0.5000,2.273,-0.1344,2.369,0.846,1.325,-0.479,PASS,0,true
2026-09-01,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,spread,Hokkaido Nippon-Ham Fighters,1-65,0.950,0.5600,0.5000,1.786,0.0871,1.861,0.846,1.325,-0.479,WATCH,0,true
2026-09-01,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,total,over,7-50,0.930,0.5268,0.5000,1.898,0.0157,1.979,8.098,7.250,+0.848,PASS,0,true
2026-09-01,Fukuoka SoftBank Hawks,Hokkaido Nippon-Ham Fighters,total,under,7-50,0.930,0.4732,0.5000,2.113,-0.0817,2.203,8.098,7.250,+0.848,PASS,0,true
2026-09-01,Orix Buffaloes,Tohoku Rakuten Golden Eagles,spread,Tohoku Rakuten Golden Eagles,0-75,0.950,0.4629,0.5000,2.160,-0.0970,2.247,-0.318,0.375,-0.693,PASS,0,true
2026-09-01,Orix Buffaloes,Tohoku Rakuten Golden Eagles,spread,Orix Buffaloes,0-75,0.950,0.5371,0.5000,1.862,0.0472,1.937,-0.318,0.375,-0.693,WATCH,0,true
2026-09-01,Orix Buffaloes,Tohoku Rakuten Golden Eagles,total,over,7+25,0.930,0.5266,0.5000,1.899,0.0150,1.982,7.591,6.875,+0.716,PASS,0,true
2026-09-01,Orix Buffaloes,Tohoku Rakuten Golden Eagles,total,under,7+25,0.930,0.4734,0.5000,2.113,-0.0788,2.205,7.591,6.875,+0.716,PASS,0,true
2026-09-01,Hanshin Tigers,Tokyo Yakult Swallows,total,over,7-25,0.930,0.5655,0.5000,1.768,0.0838,1.846,8.373,7.125,+1.248,WATCH,0,true
2026-09-01,Hanshin Tigers,Tokyo Yakult Swallows,total,under,7-25,0.930,0.4345,0.5000,2.301,-0.1480,2.402,8.373,7.125,+1.248,PASS,0,true
2026-09-01,Yokohama DeNA BayStars,Yomiuri Giants,spread,Yomiuri Giants,1+65,0.950,0.4826,0.5000,2.072,-0.0549,2.161,0.224,0.675,-0.451,PASS,0,true
2026-09-01,Yokohama DeNA BayStars,Yomiuri Giants,spread,Yokohama DeNA BayStars,1+65,0.950,0.5174,0.5000,1.933,0.0083,2.016,0.224,0.675,-0.451,PASS,0,true
2026-09-01,Yokohama DeNA BayStars,Yomiuri Giants,total,over,6平,0.930,0.4173,0.5000,2.396,-0.1768,2.502,5.751,6.000,-0.249,PASS,0,true
2026-09-01,Yokohama DeNA BayStars,Yomiuri Giants,total,under,6平,0.930,0.5827,0.5000,1.716,0.1132,1.792,5.751,6.000,-0.249,WATCH,0,true
