date,away,home,market,selection,line,away_score,home_score,total_runs,result,shadow_stake,shadow_pnl,actual_stake,actual_pnl,class_at_analysis,prospective,official_source
2026-09-08,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,spread,Chiba Lotte Marines,1+95,2,3,5,PARTIAL_WIN,1000,+902,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,spread,Tohoku Rakuten Golden Eagles,1+95,2,3,5,PARTIAL_LOSS,1000,-950,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,total,over,8-50,2,3,5,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,total,under,8-50,2,3,5,WIN,1000,+930,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,spread,Fukuoka SoftBank Hawks,1-45,1,14,15,WIN,1000,+950,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,spread,Hokkaido Nippon-Ham Fighters,1-45,1,14,15,LOSS,1000,-1000,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,total,over,6.5,1,14,15,WIN,1000,+930,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Hokkaido Nippon-Ham Fighters,Fukuoka SoftBank Hawks,total,under,6.5,1,14,15,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Hiroshima Carp,Hanshin Tigers,spread,Hanshin Tigers,1-50,0,0,0,VOID,1000,+0,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Hiroshima Carp,Hanshin Tigers,spread,Hiroshima Carp,1-50,0,0,0,VOID,1000,+0,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Hiroshima Carp,Hanshin Tigers,total,over,5-75,0,0,0,VOID,1000,+0,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Hiroshima Carp,Hanshin Tigers,total,under,5-75,0,0,0,VOID,1000,+0,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Saitama Seibu Lions,Orix Buffaloes,spread,Saitama Seibu Lions,1平,2,0,2,WIN,1000,+950,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Saitama Seibu Lions,Orix Buffaloes,spread,Orix Buffaloes,1平,2,0,2,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Saitama Seibu Lions,Orix Buffaloes,total,over,6平,2,0,2,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Saitama Seibu Lions,Orix Buffaloes,total,under,6平,2,0,2,WIN,1000,+930,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Tokyo Yakult Swallows,Yokohama DeNA BayStars,spread,Yokohama DeNA BayStars,1-80,3,1,4,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Tokyo Yakult Swallows,Yokohama DeNA BayStars,spread,Tokyo Yakult Swallows,1-80,3,1,4,WIN,1000,+950,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Tokyo Yakult Swallows,Yokohama DeNA BayStars,total,over,7-25,3,1,4,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Tokyo Yakult Swallows,Yokohama DeNA BayStars,total,under,7-25,3,1,4,WIN,1000,+930,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Chunichi Dragons,Yomiuri Giants,spread,Yomiuri Giants,1+10,3,0,3,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Chunichi Dragons,Yomiuri Giants,spread,Chunichi Dragons,1+10,3,0,3,WIN,1000,+950,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Chunichi Dragons,Yomiuri Giants,total,over,6平,3,0,3,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260908.html
2026-09-08,Chunichi Dragons,Yomiuri Giants,total,under,6平,3,0,3,WIN,1000,+930,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260908.html
