date,away,home,away_mu,home_mu,expected_total,away_starter,home_starter,park_factor,actual_away_score,actual_home_score,actual_total,model_version,record_origin
2026-09-16,Fukuoka SoftBank Hawks,Orix Buffaloes,4.5695,2.8920,7.461,上沢 直之,九里 亜蓮,0.9114,4,0,4,npb-pipeline-v0.2,prospective_pre_first_pitch
2026-09-16,Tohoku Rakuten Golden Eagles,Chiba Lotte Marines,3.8924,4.3777,8.270,荘司 康誠,毛利 海大,1.0421,4,0,4,npb-pipeline-v0.2,prospective_pre_first_pitch
