date,away,home,market,selection,line,away_score,home_score,total_runs,result,shadow_stake,shadow_pnl,actual_stake,actual_pnl,class_at_analysis,prospective,official_source
2026-09-13,Chunichi Dragons,Hanshin Tigers,spread,Hanshin Tigers,1-15,1,0,1,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Chunichi Dragons,Hanshin Tigers,spread,Chunichi Dragons,1-15,1,0,1,WIN,1000,+950,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Chunichi Dragons,Hanshin Tigers,total,over,5-75,1,0,1,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Chunichi Dragons,Hanshin Tigers,total,under,5-75,1,0,1,WIN,1000,+930,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Hiroshima Carp,Tokyo Yakult Swallows,spread,Tokyo Yakult Swallows,1+90,1,3,4,WIN,1000,+950,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Hiroshima Carp,Tokyo Yakult Swallows,spread,Hiroshima Carp,1+90,1,3,4,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Hiroshima Carp,Tokyo Yakult Swallows,total,over,7+25,1,3,4,LOSS,1000,-1000,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Hiroshima Carp,Tokyo Yakult Swallows,total,under,7+25,1,3,4,WIN,1000,+930,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Yomiuri Giants,Yokohama DeNA BayStars,spread,Yokohama DeNA BayStars,1+95,0,5,5,WIN,1000,+950,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Yomiuri Giants,Yokohama DeNA BayStars,spread,Yomiuri Giants,1+95,0,5,5,LOSS,1000,-1000,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Yomiuri Giants,Yokohama DeNA BayStars,total,over,7-75,0,5,5,LOSS,1000,-1000,0,+0,PASS,true,https://npb.jp/bis/2026/games/gm20260913.html
2026-09-13,Yomiuri Giants,Yokohama DeNA BayStars,total,under,7-75,0,5,5,WIN,1000,+930,0,+0,WATCH,true,https://npb.jp/bis/2026/games/gm20260913.html
